"batch_id","dataset_id","method","status","selected_lambda_sync","lambda_ridge","selected_support_size","selected_degree","selected_kernel","selected_chart_dim","selected_cv_rmse_observed","observed_rmse","truth_rmse","total_local_gcv_ps","sync_energy","mean_sync_squared_disagreement","ridge_median","ridge_max","elapsed_sec","dataset_label","best_truth_rmse","truth_rmse_delta_from_best"
"FB01","LA-D1-RAW-N500","LPS auto","ok",,0,35,2,"gaussian",2,0.163548819493774,0.0883931074496484,0.0467257316615594,5.00440964404738,5.72730926226874,0.000340890974714592,0,0,3.951,"FB01 LA-D1-RAW-N500",0.0337127319744868,0.0130129996870726
"FB02","LA-D1-HC-Li-N500","LPS auto","ok",,0,26,2,"gaussian",1,1.57162562052879,0.0957939751882675,0.0506609139549611,5.38626597532014,9.65890003297079,0.000781780659005849,0,0,3.581,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0.0124992197796033
"FB03","LA-D1-HC-Lc-N500","LPS auto","ok",,0,27,2,"tricube",2,34.626372354427,0.0734195327147704,0.0644894414288584,2.50913940537366,6.7400182337524,0.000537598212992012,0,0,4.071,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0.0235706558980639
"FB04","LA-D1-HC-Gv-N500","LPS auto","ok",,0,35,2,"tricube",1,0.290455898780635,0.0924202410905804,0.0518638446248049,2.46571115162246,12.2185544468362,0.000727360222386425,0,0,4.256,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0.0195036488866303
"FB05","LA-D1-HC-Bv-N500","LPS auto","ok",,0,15,2,"tricube",2,282.016676402021,0.0606753210187766,0.0750640954332878,3.28730826754858,5.65565548467437,0.000842797058913252,0,0,4.595,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0.0419070666543521
"FB06","LA-D2-RAW-N500","LPS auto","ok",,0,30,2,"tricube",4,119.219942657669,0.0357401692674006,0.0916834394572969,1.76121506494522,13.2786587174123,0.00096551004293637,0,0,20.837,"FB06 LA-D2-RAW-N500",0.0443316431140221,0.0473517963432748
"FB07","LA-D2-HC-TOP1-N500","LPS auto","ok",,0,21,2,"gaussian",3,229.703163918253,0.0555478722156393,0.0868064093213055,7.73213497998628,18.4078044196797,0.00197339241500371,0,0,19.448,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0.0310889081959495
"FB08","LA-D3-RAW-N500","LPS auto","ok",,0,31,2,"gaussian",4,621.203124655795,0.0571377205466878,0.0824733946733432,7.55064758726107,22.74898762154,0.00157019517140768,0,0,24.349,"FB08 LA-D3-RAW-N500",0.0436911692748442,0.038782225398499
"FB09","LA-13K-SUB-N500","LPS auto","ok",,0,15,2,"gaussian",3,5.2544643437161,0.040972754427988,0.0901652264841668,12.5230986559933,16.0657422832832,0.00273017967906194,0,0,33.992,"FB09 LA-13K-SUB-N500",0.0617842600298582,0.0283809664543086
"FB10","SYN-PARA-LINE-N500","LPS auto","ok",,0,35,2,"gaussian",2,0.1085107076443,0.0956677453497436,0.0323567733284085,5.21678630409731,7.60738043636154,0.000529485327425461,0,0,5.196,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0.00331439474786704
"FB11","SYN-SADDLE-LINE-N500","LPS auto","ok",,0,32,2,"gaussian",2,0.104694736723141,0.0925390220314138,0.038886909008219,5.30099689632015,6.14635921795845,0.000464717920975165,0,0,5.263,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,0.0040474586544557
"FB12","SYN-TWO-PLANES-N600","LPS auto","ok",,0,35,2,"gaussian",2,0.108464075428474,0.0920286179289733,0.03761112191145,5.87009473371775,10.8203478399769,0.000630336004194624,0,0,5.781,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0.0059080154927638
"FB13","SYN-SIMPLEX-FACES-N600","LPS auto","ok",,0,16,2,"tricube",3,418.532477254003,0.0487600515866641,0.0855182857789738,8.66231280282194,3.86081157735757,0.000429181030430599,0,0,5.851,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0.0465783830121772
"FB14","SYN-RANK-BLOCKS-N600-P100","LPS auto","ok",,0,35,2,"gaussian",6,5.57339674239313,0.00181978193031723,0.100134178800507,20.4737562635144,41.7516237397104,0.0024279846352132,0,0,25.827,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0.031702321086084
"FB01","LA-D1-RAW-N500","LPS local.auto","ok",,0,34,2,"gaussian",2,0.396072715587274,0.0862810415646853,0.0491154352290414,5.00204095755924,7.71084956061601,0.000473683052249445,0,0,9.405,"FB01 LA-D1-RAW-N500",0.0337127319744868,0.0154027032545546
"FB02","LA-D1-HC-Li-N500","LPS local.auto","ok",,0,32,2,"gaussian",2,1.61299430811632,0.0916696803057097,0.048657613161673,5.43867735743332,12.576045846509,0.000816758945030532,0,0,13.006,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0.0104959189863152
"FB03","LA-D1-HC-Lc-N500","LPS local.auto","ok",,0,23,2,"tricube",2,2.93421694520833,0.0724150663979233,0.0658445854454703,3.20468780475902,8.22473918712383,0.000779242404989427,0,0,12.624,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0.0249257999146758
"FB04","LA-D1-HC-Gv-N500","LPS local.auto","ok",,0,35,2,"tricube",1,0.586927472217268,0.0829471225580208,0.0540874951459715,2.49953028053581,10.9090389615005,0.000649405871994437,0,0,12.829,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0.0217272994077969
"FB05","LA-D1-HC-Bv-N500","LPS local.auto","ok",,0,34,2,"gaussian",2,70.7571184172562,0.0885571430817085,0.0468271754497594,4.85943774964005,6.14652289005585,0.00038340285655022,0,0,13.126,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0.0136701466708237
"FB06","LA-D2-RAW-N500","LPS local.auto","ok",,0,33,2,"gaussian",4,6.37719582552025,0.0521811550369712,0.0855746197796613,11.1037801826906,32.6270783934219,0.00213033060778244,0,0,31.747,"FB06 LA-D2-RAW-N500",0.0443316431140221,0.0412429766656392
"FB07","LA-D2-HC-TOP1-N500","LPS local.auto","ok",,0,35,2,"gaussian",3,11.383467893442,0.0748699406562476,0.0825127508121705,10.1738059083139,33.9935223890468,0.0020483578330074,0,0,31.694,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0.0267952496868145
"FB08","LA-D3-RAW-N500","LPS local.auto","ok",,0,33,2,"gaussian",4,5.64827001513482,0.0581974502316272,0.0811116370155795,12.634843872677,37.9408037086218,0.00244385209292324,0,0,36.426,"FB08 LA-D3-RAW-N500",0.0436911692748442,0.0374204677407353
"FB09","LA-13K-SUB-N500","LPS local.auto","ok",,0,15,2,"gaussian",3,4.55556613471915,0.0428858399295017,0.0890041230910766,12.318868735495,16.955440495697,0.00288137318990005,0,0,46.891,"FB09 LA-13K-SUB-N500",0.0617842600298582,0.0272198630612183
"FB10","SYN-PARA-LINE-N500","LPS local.auto","ok",,0,32,2,"gaussian",2,0.109026218504657,0.0943001352880118,0.0337065881320661,5.36051977337534,5.91331402275844,0.000453006015811342,0,0,13.238,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0.00466420955152464
"FB11","SYN-SADDLE-LINE-N500","LPS local.auto","ok",,0,32,2,"gaussian",2,0.104694736723141,0.0925045901294008,0.0389127989665151,5.29379153103493,6.18694758504609,0.000467786752603754,0,0,12.707,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,0.0040733486127518
"FB12","SYN-TWO-PLANES-N600","LPS local.auto","ok",,0,35,2,"gaussian",2,0.108514815289428,0.091449934241417,0.0383571316161813,6.07029406171294,9.77188719007356,0.000569258254533595,0,0,14.613,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0.0066540251974951
"FB13","SYN-SIMPLEX-FACES-N600","LPS local.auto","ok",,0,33,2,"gaussian",3,3.20975711230332,0.0780437387213987,0.0610129155595944,6.25406890214031,17.3592961875975,0.000874964526291028,0,0,15.23,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0.0220730127927978
"FB14","SYN-RANK-BLOCKS-N600-P100","LPS local.auto","ok",,0,35,2,"gaussian",6,4.64695579656145,0.0196712359272829,0.0986552885565928,17.145875832865,46.9182464528926,0.00272843955025447,0,0,34.643,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0.0302234308421698
"FB01","LA-D1-RAW-N500","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",2,0.124801500520383,0.0904398230427989,0.0417422419196143,5.1554554981604,4.57209292550024,0.000272132190263822,2.81482023654838e-07,3.30190087671066e-07,0.29,"FB01 LA-D1-RAW-N500",0.0337127319744868,0.00802950994512747
"FB01","LA-D1-RAW-N500","ridge-LPS local.auto","ok",0,1e-08,34,2,"gaussian",2,0.137554396161322,0.0892294977586548,0.0434954851118913,5.29999389491411,5.33938914025474,0.000328002527506366,2.73701837653227e-07,3.23228894685112e-07,0.239,"FB01 LA-D1-RAW-N500",0.0337127319744868,0.00978275313740453
"FB01","LA-D1-RAW-N500","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",2,0.109232172190474,0.0932768614562093,0.0337127319744868,5.29447712877768,0.74575716281821,4.43876652179918e-05,9.07555067680233e-06,9.07555067680233e-06,33.312,"FB01 LA-D1-RAW-N500",0.0337127319744868,0
"FB01","LA-D1-RAW-N500","PS-LPS local.auto","ok",1,1e-08,34,2,"gaussian",2,0.11097308083935,0.0921283638520135,0.0342544418590999,5.46346071582127,0.754654617456818,4.63589776691902e-05,8.81843418697523e-06,8.81843418697523e-06,31.149,"FB01 LA-D1-RAW-N500",0.0337127319744868,0.000541709884613134
"FB02","LA-D1-HC-Li-N500","ridge-LPS auto","ok",0,1e-08,26,2,"gaussian",1,0.421814971459578,0.0985810180464482,0.0434833624895596,5.61520408577683,7.82491814889789,0.000633340198804263,2.10906810602879e-07,2.56105572622955e-07,0.173999999999992,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0.00532166831420182
"FB02","LA-D1-HC-Li-N500","ridge-LPS local.auto","ok",0,1e-08,32,2,"gaussian",2,0.420261437841191,0.0957215533260698,0.0381616941753578,5.86009261123674,8.95174174243947,0.000581376311042173,2.569370397079e-07,3.08154611640653e-07,0.177000000000007,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0
"FB02","LA-D1-HC-Li-N500","PS-LPS auto","ok",1,1e-08,26,2,"gaussian",1,0.114289069253044,0.101337457931163,0.0442266623755854,5.91897324287661,1.88754730938829,0.000152775986333967,7.96610556748279e-06,7.96610556748279e-06,17.912,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0.00606496820022765
"FB02","LA-D1-HC-Li-N500","PS-LPS local.auto","ok",1,1e-08,32,2,"gaussian",2,0.12091085245439,0.101012795773483,0.0425463371759189,6.27456137497262,2.04108186394824,0.000132559302841766,9.87804591841924e-06,9.87804591841924e-06,27.709,"FB02 LA-D1-HC-Li-N500",0.0381616941753578,0.00438464300056111
"FB03","LA-D1-HC-Lc-N500","ridge-LPS auto","ok",0,1e-08,27,2,"tricube",2,0.221345164039077,0.080528131797457,0.0538503429269468,2.73833747704554,8.12460627347631,0.000648035904711916,1.07712331049518e-07,2.59869600307916e-07,0.180000000000007,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0.0129315573961523
"FB03","LA-D1-HC-Lc-N500","ridge-LPS local.auto","ok",0,1e-08,23,2,"tricube",2,0.23674659295351,0.0790193309762273,0.055835956395227,3.4493152872571,7.88139789246838,0.000746712972737235,9.37638008896652e-08,2.3e-07,0.171999999999997,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0.0149171708644324
"FB03","LA-D1-HC-Lc-N500","PS-LPS auto","ok",1,1e-08,27,2,"tricube",2,0.111094808188163,0.0881959081971741,0.0409187855307945,2.88493546352204,0.491353358557451,3.91913906382783e-05,7.48986959110364e-06,7.48986959110364e-06,19.857,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0
"FB03","LA-D1-HC-Lc-N500","PS-LPS local.auto","ok",1,1e-08,23,2,"tricube",2,0.122267072490232,0.0873426084910936,0.0420112126752178,3.66956742367713,0.372518163682961,3.52937574269837e-05,6.36999999076978e-06,6.36999999076978e-06,14.444,"FB03 LA-D1-HC-Lc-N500",0.0409187855307945,0.00109242714442331
"FB04","LA-D1-HC-Gv-N500","ridge-LPS auto","ok",0,1e-08,35,2,"tricube",1,0.120962857471965,0.09568317898455,0.0455839422959069,2.56075619085931,10.8904799790227,0.000648301071448586,1.44606058672361e-07,3.25200038372343e-07,0.183999999999997,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0.0132237465577324
"FB04","LA-D1-HC-Gv-N500","ridge-LPS local.auto","ok",0,1e-08,35,2,"tricube",1,0.122643091930574,0.0899358641455313,0.0399827119785486,2.87327764707069,7.81308921801335,0.00046510659962813,1.44606058672361e-07,3.25200038372343e-07,0.250999999999976,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0.00762251624037403
"FB04","LA-D1-HC-Gv-N500","PS-LPS auto","ok",0.1,1e-08,35,2,"tricube",1,0.114326175230977,0.0973712773320834,0.0429000754533826,2.58361322001701,2.94692909055194,0.000175428198809221,1.17063168955509e-06,1.17063168955509e-06,31.644,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0.010539879715208
"FB04","LA-D1-HC-Gv-N500","PS-LPS local.auto","ok",1,1e-08,35,2,"tricube",1,0.105076149654894,0.0942229867265674,0.0323601957381746,2.96508822446563,0.285513314468012,1.699636637127e-05,9.04563168538853e-06,9.04563168538853e-06,32.62,"FB04 LA-D1-HC-Gv-N500",0.0323601957381746,0
"FB05","LA-D1-HC-Bv-N500","ridge-LPS auto","ok",0,1e-08,15,2,"tricube",2,0.374818232314938,0.0745015425041035,0.0619125654588695,4.37868493906433,4.44630370732217,0.000662581321956525,6.61356052937347e-08,1.5e-07,0.159999999999997,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0.0287555366799338
"FB05","LA-D1-HC-Bv-N500","ridge-LPS local.auto","ok",0,1e-08,34,2,"gaussian",2,0.191844576205846,0.0902070668015827,0.041211817033241,5.00569092205724,4.1030291252812,0.000255935447614882,2.63187138067867e-07,3.1633017771161e-07,0.180000000000007,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0.00805478825430524
"FB05","LA-D1-HC-Bv-N500","PS-LPS auto","ok",1,1e-08,15,2,"tricube",2,0.132763519176998,0.0835437039454355,0.0478275966830696,4.86827770356541,0.273822592440799,4.08046204721034e-05,3.75827112450676e-06,3.75827112450676e-06,6.65800000000002,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0.0146705679041338
"FB05","LA-D1-HC-Bv-N500","PS-LPS local.auto","ok",1,1e-08,34,2,"gaussian",2,0.108571141982079,0.0933782691382348,0.0331570287789357,5.12418542360099,0.569378253073805,3.55162182897341e-05,9.45633017300159e-06,9.45633017300159e-06,30.463,"FB05 LA-D1-HC-Bv-N500",0.0331570287789357,0
"FB06","LA-D2-RAW-N500","ridge-LPS auto","ok",0,1e-08,30,2,"tricube",4,1.04357881700712,0.0529219893080869,0.0798288021529095,2.9175456341405,12.2582998256955,0.000891318305779958,7.25956339455257e-08,2.28834721393284e-07,0.768000000000001,"FB06 LA-D2-RAW-N500",0.0443316431140221,0.0354971590388874
"FB06","LA-D2-RAW-N500","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",4,1.62048980506185,0.070040776222058,0.0672797649189568,35.3455355241443,17.4285290670214,0.00113796670582639,2.43663392808951e-07,3.05066602872658e-07,0.944000000000017,"FB06 LA-D2-RAW-N500",0.0443316431140221,0.0229481218049348
"FB06","LA-D2-RAW-N500","PS-LPS auto","ok",1,1e-08,30,2,"tricube",4,0.165685763850677,0.0759566289157904,0.0515165059898884,3.76943090971654,0.68806581762841,5.00302380880016e-05,3.17019283078651e-06,3.17019283078651e-06,24.799,"FB06 LA-D2-RAW-N500",0.0443316431140221,0.0071848628758663
"FB06","LA-D2-RAW-N500","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",4,0.94511383014516,0.083466833872123,0.0443316431140221,44.8293141047914,3.08613742206173,0.000201504190193335,3.58603076864459e-06,3.58603076864459e-06,31.298,"FB06 LA-D2-RAW-N500",0.0443316431140221,0
"FB07","LA-D2-HC-TOP1-N500","ridge-LPS auto","ok",0,1e-08,21,2,"gaussian",3,3.09908421187266,0.0774222839515762,0.0639628538130236,11.4651490779855,8.09361135266617,0.000867668456769558,1.59727892847199e-07,2.61615092724619e-06,0.47399999999999,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0.00824535268766761
"FB07","LA-D2-HC-TOP1-N500","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",3,1.00606201307962,0.0951470718962905,0.0587718763729782,26.4994184241727,16.3745738316009,0.000986687586718729,2.67421024924046e-07,5.01821547714781e-06,0.930000000000007,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0.0030543752476222
"FB07","LA-D2-HC-TOP1-N500","PS-LPS auto","ok",1,1e-08,21,2,"gaussian",3,1.42773873673216,0.0957162883592445,0.0577820108723341,14.1104755023387,2.06336939158529,0.000221201693253111,9.59472335489005e-06,9.59472335489005e-06,11.993,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0.00206450974697809
"FB07","LA-D2-HC-TOP1-N500","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",3,0.300711394350755,0.107359158670535,0.055717501125356,32.1721789345515,6.08573738872249,0.000366710095739662,2.00094425414248e-05,2.00094425414248e-05,34.474,"FB07 LA-D2-HC-TOP1-N500",0.055717501125356,0
"FB08","LA-D3-RAW-N500","ridge-LPS auto","ok",0,1e-08,31,2,"gaussian",4,0.658069940331271,0.0734162428266132,0.0611942407723467,10.6321962872899,8.98519528680462,0.000620181895045601,2.32411342452228e-07,2.91679844965533e-07,0.915999999999997,"FB08 LA-D3-RAW-N500",0.0436911692748442,0.0175030714975025
"FB08","LA-D3-RAW-N500","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",4,1.05313475459438,0.0765288915846585,0.0594698545214709,35.402499179946,19.9883966696909,0.00128749737118256,2.47411329581665e-07,3.04575341311395e-07,0.991999999999962,"FB08 LA-D3-RAW-N500",0.0436911692748442,0.0157786852466267
"FB08","LA-D3-RAW-N500","PS-LPS auto","ok",1,1e-08,31,2,"gaussian",4,0.197088513904268,0.082877523082649,0.0461047959620609,11.878844620465,1.4589825804774,0.000100702828677281,2.77135240407856e-06,2.77135240407856e-06,27.408,"FB08 LA-D3-RAW-N500",0.0436911692748442,0.00241362668721671
"FB08","LA-D3-RAW-N500","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",4,1.00433418557904,0.0876548248797302,0.0436911692748442,41.1961103654032,3.59636166844653,0.000231649705099546,2.94399426958672e-06,2.94399426958672e-06,31.507,"FB08 LA-D3-RAW-N500",0.0436911692748442,0
"FB09","LA-13K-SUB-N500","ridge-LPS auto","ok",0,1e-08,15,2,"gaussian",3,3.10453553095031,0.0467727976351117,0.087291860471466,14.6609846636734,13.2421099642204,0.00225033732614002,1.0867088204996e-07,1.39410239974917e-07,0.600000000000023,"FB09 LA-13K-SUB-N500",0.0617842600298582,0.0255076004416078
"FB09","LA-13K-SUB-N500","ridge-LPS local.auto","ok",0,1e-08,15,2,"gaussian",3,2.61837485850918,0.0477404038834722,0.0864786624090959,14.1419060476203,13.7730070362886,0.00234055689846208,1.0867088204996e-07,1.39410239974917e-07,0.595000000000027,"FB09 LA-13K-SUB-N500",0.0617842600298582,0.0246944023792377
"FB09","LA-13K-SUB-N500","PS-LPS auto","ok",1,1e-08,15,2,"gaussian",3,0.52630576252396,0.0640412877351169,0.0636521703170962,18.5840853137371,1.8951397185493,0.000322056202404679,1.35936485468532e-06,1.35936485468532e-06,6.14499999999998,"FB09 LA-13K-SUB-N500",0.0617842600298582,0.00186791028723797
"FB09","LA-13K-SUB-N500","PS-LPS local.auto","ok",1,1e-08,15,2,"gaussian",3,0.258760915185019,0.06600826926501,0.0617842600298582,18.1635791543926,1.99537959180094,0.00033909076328321,1.35936485468532e-06,1.35936485468532e-06,5.99900000000002,"FB09 LA-13K-SUB-N500",0.0617842600298582,0
"FB10","SYN-PARA-LINE-N500","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",2,0.1113789643596,0.0956713719914399,0.0321825423391979,5.28219405494034,5.41992559922221,0.00037723512114748,2.7813755488352e-07,3.09285747695378e-07,0.18199999999996,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0.00314016375865644
"FB10","SYN-PARA-LINE-N500","ridge-LPS local.auto","ok",0,1e-08,32,2,"gaussian",2,0.112743753867106,0.0943153171379766,0.0332785154175342,5.37110965484436,5.68881373839265,0.000435807541490911,2.53856882757667e-07,2.85570724015271e-07,0.185999999999979,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0.00423613683699276
"FB10","SYN-PARA-LINE-N500","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",2,0.108448768938567,0.09568242754776,0.0290423785805415,5.36422323128584,0.865147950062741,6.02156221109838e-05,2.55062269641958e-06,2.55062269641958e-06,26.156,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0
"FB10","SYN-PARA-LINE-N500","PS-LPS local.auto","ok",1,1e-08,32,2,"gaussian",2,0.109052847774004,0.0948226937172946,0.0294824343394256,5.4847029165831,0.8710370617067,6.67282385865421e-05,2.29711772046933e-06,2.29711772046933e-06,21.675,"FB10 SYN-PARA-LINE-N500",0.0290423785805415,0.000440055758884152
"FB11","SYN-SADDLE-LINE-N500","ridge-LPS auto","ok",0,1e-08,32,2,"gaussian",2,0.113091159534634,0.0925376232493732,0.0388832736496575,5.30100186640722,6.12947951822996,0.000463441669671532,2.54922565056219e-07,2.81095097443344e-07,0.176999999999964,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,0.00404382329589419
"FB11","SYN-SADDLE-LINE-N500","ridge-LPS local.auto","ok",0,1e-08,32,2,"gaussian",2,0.112988329393043,0.0925037621626034,0.0389088317626622,5.29379613303719,6.16961964030084,0.000466476610099675,2.54922565056219e-07,2.81095097443344e-07,0.177000000000021,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,0.00406938140889886
"FB11","SYN-SADDLE-LINE-N500","PS-LPS auto","ok",1,1e-08,32,2,"gaussian",2,0.105288252262416,0.0927423823257479,0.0348394503537633,5.40268366083703,1.06688808112988,8.0665967183829e-05,2.4291664317724e-06,2.4291664317724e-06,22.287,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,0
"FB11","SYN-SADDLE-LINE-N500","PS-LPS local.auto","ok",1,1e-08,32,2,"gaussian",2,0.105224003626104,0.0927033988991721,0.0348666546675399,5.39626732942818,1.06925057790251,8.08445923747031e-05,2.4291664317724e-06,2.4291664317724e-06,22.405,"FB11 SYN-SADDLE-LINE-N500",0.0348394503537633,2.72043137766326e-05
"FB12","SYN-TWO-PLANES-N600","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",2,0.111183428933184,0.0920286902824453,0.0376103789793844,5.87009473592198,10.8196494262564,0.00063029531832016,2.75615688396001e-07,2.97596783332775e-07,0.227000000000089,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0.0059072725606982
"FB12","SYN-TWO-PLANES-N600","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",2,0.111669618557884,0.0914499297480495,0.0383558368241412,6.07029412378729,9.76986885616494,0.000569140677118348,2.75615688396001e-07,2.97596783332775e-07,0.216999999999985,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0.00665273040545503
"FB12","SYN-TWO-PLANES-N600","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",2,0.107974523090759,0.092796567203916,0.0317031064186862,6.0319759330906,1.86040778210164,0.000108377477774784,2.3737679246715e-06,2.3737679246715e-06,39.075,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0
"FB12","SYN-TWO-PLANES-N600","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",2,0.108380356554144,0.0922216424847531,0.0335133907146345,6.2407313126426,1.56583534419115,9.12172518555811e-05,2.3737679246715e-06,2.3737679246715e-06,43.354,"FB12 SYN-TWO-PLANES-N600",0.0317031064186862,0.0018102842959483
"FB13","SYN-SIMPLEX-FACES-N600","ridge-LPS auto","ok",0,1e-08,16,2,"tricube",3,0.329722898686512,0.0561018056962889,0.078784992052789,9.61651659607617,15.1289939094279,0.00168179074925758,5.42825623037268e-08,1.6e-07,0.239000000000033,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0.0398450892859924
"FB13","SYN-SIMPLEX-FACES-N600","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",3,0.165320436389719,0.0826000735687974,0.0538635081548668,6.57193312721016,13.2206225101714,0.000666362022220068,2.44866563077979e-07,3.26080118066303e-07,0.266999999999939,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0.0149236053880703
"FB13","SYN-SIMPLEX-FACES-N600","PS-LPS auto","ok",1,1e-08,16,2,"tricube",3,0.121411196986177,0.0730129241572479,0.0577088523413456,11.6164682825505,0.427090870421991,4.74768830808019e-05,5.33560399406082e-06,5.33560399406082e-06,12.654,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0.018768949574549
"FB13","SYN-SIMPLEX-FACES-N600","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",3,0.104778577858036,0.087224700839524,0.0389399027667966,7.0539903997367,1.79615710274253,9.05321121064921e-05,1.12060801128643e-05,1.12060801128643e-05,51.4300000000001,"FB13 SYN-SIMPLEX-FACES-N600",0.0389399027667966,0
"FB14","SYN-RANK-BLOCKS-N600-P100","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",6,5.43282842812465,0.00183041728044324,0.100130409589571,20.5094667585069,40.9584382333888,0.00238185847173202,2.45063945924963e-07,1.27894463361577e-05,1.75799999999992,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0.0316985518751483
"FB14","SYN-RANK-BLOCKS-N600-P100","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",6,4.9210872349451,0.0196717907705054,0.0986482509182137,17.1642672130261,46.2220888625752,0.00268795585688927,2.45063945924963e-07,1.27894463361577e-05,1.74900000000002,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0.0302163932037907
"FB14","SYN-RANK-BLOCKS-N600-P100","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",6,0.264392797536688,0.0414297210882616,0.0749699796045122,36.6563535416921,5.67390454973574,0.000329954905569863,4.40671766715945e-05,4.40671766715945e-05,56.36,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0.00653812189008923
"FB14","SYN-RANK-BLOCKS-N600-P100","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",6,0.141815587802264,0.049771465604482,0.068431857714423,32.1951411170099,6.3835104967209,0.000371220662012701,4.40671766715945e-05,4.40671766715945e-05,54.882,"FB14 SYN-RANK-BLOCKS-N600-P100",0.068431857714423,0
